No.,English Text,Arabic Text
74,"The Ministry of Education congratulates you for issuing your appointment. You can enter the link
https://sshr-dr.moe.sa
for direct action
Username: Civil Registry
password","تبارك لك وزارة التعليم صدور تعيينك. بامكانك الدخول للرابط 
https://sshr-dr.moe.sa
لعمل المباشرة 
اسم المستخدم: السجل المدني
كلمة المرور"
75,"From Aramex Saudi Arabia and the expected date of delivery is 3/2/2020 Hello, your shipment has been received
To activate the WhatsApp service. Click on the following link:
http://armx.me/bunuqe","من ارامكس المملكة العربية السعودية والموعد المتوقع للتوصيل هو 3/2/2020  مرحبا، لقد تم استلام شحنتك 
لتفعيل خدمة الواتساب. اضغط على الرابط التالي:
http://armx.me/bunuqe"
76,"The transaction is upon the actual release of the funds and this will prevent any breach of the laws of both countries.
My friend. This transaction is 100% legal and does not involve any risk. We will achieve it successfully without any hesitation. So do not be afraid in any way because I trust you as a dear friend","المعاملة عند الافراج الفعلي عن الاموال وهذا سيمنع اي خرق للقوانين من كلا البلدين.
صديقي. هذه الصفقة شرعية بنسبة 100% ولا تنطوي على اي مخاطرة. سنحققها بنجاح دون اي تردد. لذلك لا تخف بأي شكل من الاشكال لانني اثق بك كصديق عزيز"
77,"The parcel is awaiting shipment
Emirates Post
Dear customer
Your package is waiting for shipping costs to be paid.
Please confirm the payment of 12.15 dirhams via the link below.
payment link","الطرد في انتظار الشحن
بريد الامارات
عزيزي العميل
الطرد الخاص بك ينتظر دفع تكاليف الشحن.
رجاء تأكيد الدفع 12.15 درهم عبر الرابط أدناه.
رابط الدفع"
78,"It's your lucky day. You won a 2015 Mercedes-Benz S-Class worth seventy thousand dollars, or cash if you wish.
Thanks to your phone number that was chosen in the lottery that you made for millions of phone numbers
Call quickly on the following numbers
00263780771530
or on
00255901130404
To choose the car or the cash amount and provide your information to receive your prize.","نه يومك المحظوظ لقد فزت بسيارة من نوع مرسيدس كلاص اس 2015 بقيمة سبعون الف دولار أو بقيمتها نقدا اذا رغبتم.
بفضل رقمكم الهاتفي الذي تم اختياره في القرعة التي أجريتم لملايين الارقام الهاتفية 
اتصلوا بسرعة على الارقام التالي
00263780771530
او على 
00255901130404
لاختيار السيارة او المبلغ النقدي والادلاء بمعلوماتكم لاستلام جائزتكم."
79,"Good morning my dear friend, I am waiting for your details as requested if you are willing to cooperate with me so that I can prepare all necessary documents in your name before proceeding. Thanks
I explained everything you need to know about it, I am very happy to cooperate with me, may God bless you and protect you from all harms, I promised that you will never regret knowing me in your life because I am coming to meet you well during my vacation after receiving my box from the company. Before proceeding, please kindly send me your mobile phone number, your address, a copy of your passport or any identity card as you requested so that I can prepare all the necessary documents, the power of attorney in your name so that you have the full right as a legal partner to contact the company to release my fund to you on my behalf .
I hope you will keep everything about this a secret between us for security reasons and I am waiting for your details so we can proceed. Thanks and God bless you","صباح الخير يا صديقي العزيز، انا في انتظار التفاصيل الخاصة بك كما طلبت اذا كنت على استعداد للتعاون معي حتى اتمكن من اعداد جميع المستندات اللازمة في اسمك قبل المتابعة . شكرا
لقد أوضحت كل ما تحتاجه لمعرفه حول هذا الموضوع، وانا سعيد للغاية للتعاون معي، الله يبارك فيك وحمايتك من جميع الاضرار، وعدت بأنك لن تندم ابدا على معرفتي بحياتك لانني قادم لمقابلتك جيدا خلال عطلتي بعد استلام صندوقي من الشركة. قبل المتابعة، يرجى التكرم بارسال رقم هاتفك المحمول أو عنوانك أو نسخة من جواز سفرك أو اي بطاقة هوية كما طلبت حتى أتمكن من ذلك قم باعداد جميع السمتندات اللزمة، التوكيل الرسمي باسمك حتى يكون لك الحق الكامل كشريك الشرعي في الاتصال بالشركة لاطلاق صندوقي اليك نيابة عني.
امل ان تبقى كل شي حول هذا الموضوع سرا بيننا لاسباب مضي قدمأمنية وانا في انتظار التفاصيل الخاصة بك حتى نتمكن من المضي قدما. شكرا وبارك الله فيكم  "
80,"Urgent! You've won a week's free membership to our Jackpot worth £100,000!.

To use your credit, click on the WAP link in the following text message or click here.
England vs Macedonia - Don't miss the goals / Team news. Send your National Team to 87077 like England to 87077.

Thanks for subscribing to Ringtone UK £5 will be charged to your mobile phone per month. Please confirm by answering yes or no.

congratulations! One year private cinema entry for two is yours. Call 09061209465 now!

Urgent UR awarded a free trip to EuroDisinc Trav and Aco & Entry41 or £1,000.

Have you heard about the new ""Barbie divorce""? It comes with all Ken's stuff!

Please call our Customer Service Representative on 0800 169 6031 between 10am and 9pm because you've got £1,000 cash or a £5,000 prize!.

Your free ringtone is waiting to be collected. Simply send the password ""MIX"" to 85069 for verification.

you guys! We are trying to contact you. Last weekend's drawing shows you won a guaranteed £1,000 prize. Call 09064012160. Claim code K52. Valid for 12 hours only. 150 ppm.

You're a Winner You've Been Specially Chosen 2 Receive £1000 or 4* Holiday (Flights Inc) Speak to a Direct Operator 2 Claim 0871277810910p/min (18+).

Special! Your 2004 statement for 07742676969 showing 786 non-refundable bonus points. To claim, call 08719180248 ID code: 45239, it expires.

Urgent! Your Mobile Number £2000 Bonus Caller Prize Awarded 5/9/03 This is our final attempt to contact the U! Contact from the landline 09064019788 BOX42WR29C.

You will not send any more messages from the svc chat. For free Hardcore services text to: 69988 If you don't get anything you should verify age using yr network and try again.

YOU ARE BEEN SHOOTED WINNER 2 PRIVATE PICKED WINNER RECEIVE £1000 IN CASH OR 4* HOLIDAY (FLIGHTS INC) Speak to a Live Operator 2 Claim 0871277810810.","العاجلة! لقد فزت بعضوية مجانية لمدة أسبوع في جائزة Jackpot الخاصة بنا التي تبلغ قيمتها 100،000 جنيه إسترليني !.

لاستخدام رصيدك ، انقر فوق الارتباط WAP في رسالة النص التالية أو انقر هنا.
مباراة إنجلترا أمام مقدونيا - لا تفوّت الأهداف / أخبار الفريق. أرسل فريقك الوطني إلى 87077 مثل إنجلترا إلى 87077.

شكرًا لاشتراكك في Ringtone UK ، سيتم تحصيل 5 جنيهات إسترلينية من هاتفك المحمول شهريًا. يرجى التأكيد عن طريق الرد بنعم أو لا.

تهاني! دخول سينما خاص لمدة عام لشخصين هو لك. اتصل على 09061209465 الآن !.

منح Urgent UR رحلة مجانية إلى EuroDisinc Trav و Aco & Entry41 أو 1000 جنيه إسترليني.

هل سمعت عن ""طلاق باربي"" الجديد؟ إنه يأتي مع كل أغراض كين!

يرجى الاتصال بممثل خدمة العملاء لدينا على 0800 169 6031 بين الساعة 10 صباحًا و 9 مساءً لأنك حصلت على 1000 جنيه إسترليني نقدًا أو جائزة 5000 جنيه إسترليني !.

نغمة الرنين المجانية الخاصة بك في انتظار أن يتم جمعها. ما عليك سوى إرسال كلمة المرور ""MIX"" إلى 85069 للتحقق.

يا رفاق! نحن نحاول الاتصال بك. يُظهر سحب عطلة نهاية الأسبوع الماضي أنك فزت بجائزة قدرها 1000 جنيه إسترليني مضمونة. اتصل على 09064012160. رمز المطالبة K52. صالحة لمدة 12 ساعة فقط. 150 جزء في المليون.

أنت فائز ، لقد تم اختيارك بشكل خاص 2 تلقي 1000 جنيه إسترليني أو عطلة 4 * (رحلات طيران المؤتمر الوطني العراقي) تحدث إلى عامل تشغيل مباشر 2 مطالبة 0871277810910p / min (18+).

خاص! كشف حساب 2004 الخاص بك لـ 07742676969 يظهر 786 نقطة إضافية غير مستردة. للمطالبة اتصل على 08719180248 كود المعرف: 45239 تنتهي صلاحيته.

العاجلة! تم منح رقم هاتفك المحمول 2000 جنيه إسترليني جائزة المتصل الإضافية في 5/9/03 هذه هي محاولتنا الأخيرة للاتصال بـ U! الاتصال من الهاتف الأرضي 09064019788 BOX42WR29C.

لن ترسل أي رسائل أخرى من الدردشة svc. للحصول على خدمات Hardcore المجانية ، أرسل رسالة نصية إلى: 69988 إذا لم تحصل على أي شيء ، فيجب عليك التحقق من العمر باستخدام شبكة yr وحاول مرة أخرى.

لقد تم اختيارك فائزًا تم اختيارك بشكل خاص 2 تلقي 1000 جنيه إسترليني نقدًا أو 4 * عطلة (رحلات طيران المؤتمر الوطني العراقي) تحدث إلى عامل تشغيل مباشر 2 مطالبة 0871277810810."
81,"Thank you for being part of the Dubai Bank family. We are strongly committed to protecting your financial and personal information.

We regret to inform you that your account has been temporarily suspended due to incomplete / missing information in your account. We have strong reason to believe that there may be a security breach associated with it. For your security, we have temporarily blocked access to your account until your account has been successfully updated.

You need to fully update your account profile to ensure the secure use of your account with us.

To restore access to your account, and update your profile data, please click on the button below.

     Sign in

We thank you for your continued confidence in Dubai Bank.","نشكرك على كونك جزءًا من عائلة بنك دبي. نحن ملتزمون بشدة بحماية معلوماتك المالية والشخصية.

نأسف لإبلاغك بأن حسابك قد تم تعليقه مؤقتًا بسبب عدم اكتمال / فقدان المعلومات في حسابك. لدينا سبب قوي للاعتقاد بأنه قد يكون هناك خرق أمني مرتبط به. حفاظًا على أمانك ، قمنا مؤقتًا بمنع الوصول إلى حسابك حتى يتم تحديث حسابك بنجاح.

يلزمك تحديث ملف تعريف حسابك بالكامل لضمان الاستخدام الآمن لحسابك معنا.

لاستعادة وصولك إلى حسابك ، وتحديث بيانات ملفك الشخصي ، يرجى النقر فوق الزر أدناه.

    سجل دخولك

نشكرك على ثقتك المستمرة في بنك دبي."
82,"To ensure delivery to your inbox, please add Arms.Web.Services@customermail.uae.com to your address book.
Arms will never ask for sensitive personal information, such as your Social Security number, PIN, password, or account number in an email.","لضمان التسليم إلى صندوق الوارد الخاص بك ، يرجى إضافة Arms.Web.Services@customermail.uae.com إلى دفتر العناوين الخاص بك.
لن تطلب شركة Arms مطلقًا معلومات شخصية حساسة ، مثل رقم الضمان الاجتماعي أو PIN أو كلمة المرور أو رقم الحساب في البريد الإلكتروني."
83,"Your account storage is about to expire
We have detected that your account is frad@monkey.org. Storage limit is almost full. To serve you better, we have requested additional space.
If you exceed your storage limit, after a while, messages received on your email account will be returned to the sender and you will not be able to send new messages.
   Please review your account activity and we'll help you take corrective action.","تخزين حسابك على وشك الانتهاء
لقد اكتشفنا أن حسابك frad@monkey.org. حد التخزين ممتلئ تقريبًا. لخدمتك بشكل أفضل ، طلبنا مساحة إضافية.
إذا تجاوزت حد التخزين الخاص بك ، فبعد فترة من الوقت ، سيتم إرجاع الرسائل الواردة إلى حساب بريدك الإلكتروني إلى المرسل ولن تتمكن من إرسال رسائل جديدة.
  يرجى مراجعة نشاط حسابك وسنساعدك في اتخاذ الإجراءات التصحيحية."
84,"The password will expire in 3 days. click here

To validate the email

Thank you,","ستنتهي صلاحية كلمة المرور خلال 3 أيام. انقر هنا

للتحقق من صحة البريد الإلكتروني

شكرًا لك،"
85,"We just wanted to inform you that your account cannot be verified by our data processor.

We encourage you to update your details on file to enable us to verify your account details.

Please see the attached document to update the account.

thanks for understanding.

sincerely","أردنا فقط إخبارك أنه لا يمكن التحقق من حسابك بواسطة معالج البيانات لدينا.

نحثك على تحديث التفاصيل الخاصة بك في الملف لتمكيننا من التحقق من تفاصيل حسابك.

يرجى الاطلاع على الوثيقة المرفقة لتحديث الحساب.

شكرا لتفهمك.

بإخلاص"
86,"Dear ABIB Member,


We've posted an important new message for you on ABIB.com. To protect yourself and your financial information, you can view and reply to your secure message on ABIB.com.


Please keep your account information up to date so that you can continue to receive notifications of new messages from ABIB.
 
We value your business and the opportunity to service all of your financial needs.","عزيزي عضو ABIB ،


لقد قمنا بنشر رسالة جديدة مهمة لك على ABIB.com. لحماية نفسك ومعلوماتك المالية ، يمكنك عرض والرد على رسالتك الآمنة على ABIB.com.


يرجى تحديث معلومات حسابك باستمرار حتى تتمكن من الاستمرار في تلقي إشعارات الرسائل الجديدة من ABIB.
 
نحن نقدر عملك وفرصة خدمة جميع احتياجاتك المالية."
87,"Our dear customer,

We've temporarily restricted some of your account features because we've seen multiple failed attempts on your account. It is now important that you update your complete profile for the safety of your account. We need you to update your account information immediately.

   Click here to update your account now.

The account update process is not necessary unless this activity occurs without your knowledge or permission.

To find out how HSBC protects your information, visit our Security Center at HSBC.com. We value your business and are committed to keeping your accounts and personal information safe.

   Thank you,
   HSBC","عميلنا العزيز،

لقد قمنا بتقييد بعض ميزات حسابك مؤقتًا لأننا لاحظنا عدة محاولات فاشلة على حسابك. من المهم الآن أن تقوم بتحديث ملفك الشخصي الكامل من أجل سلامة حسابك. نحتاج منك لتحديث معلومات حسابك على الفور.

  انقر هنا لتحديث حسابك الآن.

عملية تحديث الحساب ليست ضرورية ما لم يحدث هذا النشاط دون علمك أو إذنك.

لمعرفة كيفية حماية HSBC لمعلوماتك ، قم بزيارة مركز الأمان الخاص بنا على موقع HSBC.com. نحن نقدر عملك ونلتزم بالحفاظ على أمان حساباتك ومعلوماتك الشخصية.

  شكرًا لك،
  HSBC"
88,"Your account has been blacklisted.

Your account has been detected for spam activities and will be banned completely.
If no action is taken on your part, we will be forced to continue the process of blocking your account. If you wish to continue using your email account.
 
   Reactivate now

Note: The database will be deactivated if you do not reply to this message in your account.

To opt out or change where you receive security notifications, click here.","تم إدراج حسابك في القائمة السوداء.

تم الكشف عن حسابك لأنشطة البريد العشوائي وسيتم حظره بالكامل.
إذا لم يتم اتخاذ أي إجراء من جانبك ، فسنضطر لمواصلة عملية حظر حسابك. إذا كنت ترغب في الاستمرار في استخدام حساب البريد الإلكتروني الخاص بك.
 
  أعد التنشيط الآن

ملاحظة: سيتم إلغاء تنشيط قاعدة البيانات في حالة عدم الرد على هذه الرسالة في حسابك.

لإلغاء الاشتراك أو تغيير مكان تلقي إشعارات الأمان ، انقر هنا."
89,"You have one last chance to save your social life - I'm not kidding!!
I give you another 72 hours to make the payment before I send your application video to all of your friends and associates.
The last time you visited a sex website with young teens,
You have downloaded and installed the software you developed. My software turned on your camera and recorded your act of masturbating and the video of you masturbating.
My program also downloaded all of your email contact lists and a list of your Facebook friends.
I have both ""Info.mp4"" with your masturbating and a file with all your contacts on my hard drive. You are so perverted!

If you want me to delete both files and keep confidential, you must send me a Bitcoin payment. I give you another 72 hours.
If you don't know how to send Bitcoins, visit Google.

Send $2,000 USD to this Bitcoin address instantly:

1 BTC = 3470 USD 3d now so send exactly 0.583427 BTC
at the address above.

Don't try to deceive me!
Once you open this email, I will know you opened it.
This Bitcoin address is only associated with you,
So I will know if I sent the correct amount.
When you pay in full, I will remove both files and deactivate my software.

If you don't send the payment, I will send your masturbation video
To all your friends and associates from your contact list that you hacked.

Here are the payment details again:

Send 0.583427 BTC to this Bitcoin address:

You can visit the police but no one will help you. I know what I'm doing. I don't live in your country and I know how to stay anonymous.
Don't try to trick me - I'll know right away - my spyware is
Record all the websites you visit and all the keys you press.
If you do - I'll send this ugly recording to everyone you know,
Including your family.

Don't cheat me! Don't forget shame and if you ignore this message your life will be ruined.

I am waiting for your Bitcoin payment.

note. If you need more time to buy and send 0.583427 BTC,
Open your notepad and type ""48h plz"" I'll consider giving you another 48 hours before releasing the vid, but only when I see you're struggling to buy bitcoin.","لديك الفرصة الأخيرة لإنقاذ حياتك الاجتماعية - أنا لا أمزح !!
أعطيك آخر 72 ساعة لتسديد الدفعة قبل أن أرسل فيديو استمارتك إلى جميع أصدقائك وشركائك.
آخر مرة قمت فيها بزيارة موقع ويب جنسي مع مراهقين صغار ،
قمت بتنزيل وتثبيت البرنامج الذي قمت بتطويره. قام برنامجي بتشغيل الكاميرا الخاصة بك وسجل فعلك الخاص بالاستمناء والفيديو الذي كنت تمارس العادة السرية عليه.
قام برنامجي أيضًا بتنزيل جميع قوائم جهات اتصال البريد الإلكتروني وقائمة بأصدقائك على الفيسبوك .
لدي كل من ""Info.mp4"" مع استمناء الخاص بك وملف مع جميع جهات الاتصال الخاصة بك على القرص الصلب الخاص بي. أنت منحرف جدا!

إذا كنت تريد مني حذف كلا الملفين والاحتفاظ بالسرية ، فيجب أن ترسل لي دفعة البيتكوين. أعطيك آخر 72 ساعة.
إذا كنت لا تعرف كيفية إرسال البيتكوين جوجل  فتفضل بزيارة.

أرسل 2000 دولار أمريكي إلى عنوان البيتكوين هذا لى الفور 

1 BTC = 3470 USD ثلاثي الأبعاد الآن ، لذا أرسل بالضبط 0.583427 BTC
على العنوان أعلاه.

لا تحاول خداعي!
بمجرد فتح هذا البريد الإلكتروني ، سأعرف أنك فتحته.
هذا عنوان البيتكوين مرتبط بك فقط 
لذلك سأعرف ما إذا كنت قد أرسلت المبلغ الصحيح.
عندما تدفع بالكامل ، سأقوم بإزالة كلا الملفين وإلغاء تنشيط البرنامج الخاص بي.

إذا لم ترسل الدفعة ، سأرسل فيديو الاستمناء الخاص بك
إلى جميع أصدقائك وشركائك من قائمة جهات الاتصال الخاصة بك التي اخترقتها.

ها هي تفاصيل الدفع مرة أخرى:

أرسل 0.583427 BTC البيتكوين إلى عنوان هذا

يمكنك زيارة الشرطة ولكن لن يساعدك أحد. أنا أعرف ما أفعله. أنا لا أعيش في بلدك وأعرف كيف أبقى مجهول الهوية.
لا تحاول خداعى - سأعرف ذلك على الفور - فبرنامج التجسس الخاص بي هو
تسجيل جميع المواقع التي تزورها وجميع المفاتيح التي تضغط عليها.
إذا قمت بذلك - سأرسل هذا التسجيل القبيح إلى كل شخص تعرفه ،
بما في ذلك عائلتك.

لا تغشني! لا تنس العار وإذا تجاهلت هذه الرسالة ستدمر حياتك.

أنا في انتظار دفعة البيتكوين الخاصة بك.

ملاحظة. إذا كنت بحاجة إلى مزيد من الوقت لشراء وإرسال 0.583427 BTC ،
افتح المفكرة الخاصة بك واكتب ""48h plz"" سأفكر في منحك 48 ساعة أخرى قبل إطلاق vid ، ولكن فقط عندما أرى أنك تكافح لشراء البيتكوين.


"
90,"Dear Cardmember,

Because of suspicious attempts on your account from a foreign place. We recommend that you confirm your account details.

How do we confirm it?

Just follow the link below and fill in all the details carefully to confirm your account.

This notice will only last for 24 hours and your account may be subject to suspension if no action is taken by you.

Thank you.

American Express Team.","عزيزي عضو البطاقة ،

بسبب محاولات مشبوهة على حسابك من مكان أجنبي. نوصيك بتأكيد تفاصيل حسابك.

كيف نعيد تأكيدها؟

فقط تابع مع الرابط أدناه واملأ جميع التفاصيل بعناية لتأكيد حسابك.

سيستمر هذا الإشعار لمدة 24 ساعة فقط وقد يتعرض حسابك للتعليق إذا لم تتخذ أي إجراء من جانبك.

شكرا لك.

فريق أمريكان إكسبريس."
91,"Phishing is an attempt to obtain personal information online and is one of the most common forms of online fraud. If you have an email account, chances are you've been on the receiving end of a phishing email at one point or another. These emails are usually highly believable, and if you provide personal information to scammers, they can use it for financial gain or identity theft.

We've launched our new and improved Email Protection and ensured a smooth transition to the improved platform without impacting you. To protect you from online threats, please see our Online Safety page Update your Chase account now =

    Thanks,","التصيد هو محاولة للحصول على معلومات شخصية عبر الإنترنت وهو أحد أكثر أشكال الاحتيال عبر الإنترنت شيوعًا. إذا كان لديك حساب بريد إلكتروني ، فمن المحتمل أنك كنت في الطرف المتلقي لبريد إلكتروني للتصيد الاحتيالي في مرحلة أو أخرى. عادةً ما تكون رسائل البريد الإلكتروني هذه قابلة للتصديق بشكل كبير ، وإذا قدمت معلومات شخصية إلى المحتالين ، فيمكنهم استخدامها لتحقيق مكاسب مالية أو سرقة الهوية.

لقد أطلقنا خدمة ""حماية البريد الإلكتروني"" الجديدة والمحسّنة وكفلنا الانتقال السلس إلى النظام الأساسي المحسّن دون التأثير عليك. لحمايتك من التهديدات عبر الإنترنت ، يرجى الاطلاع على صفحة الأمان الخاصة بنا على الإنترنت ، قم بتحديث حساب Chase الخاص بك الآن =

   شكرًا،"
92,"Action Required: New Staff Payroll Manual Amendment Notice. Kindly download the attached User Verification Routine and complete the required directive to add it to the new Payroll Manual as required.

Thank you,
HMR,
Payroll Department.","الإجراء المطلوب: إشعار تعديل دليل كشوف المرتبات الجديدة للموظفين.يرجى التفضل بتنزيل روتين التحقق من المستخدم المرفق وإكمال التوجيه المطلوب لإضافته إلى دليل كشوف المرتبات الجديدة كما هو مطلوب.

شكرًا لك،
HMR ،
قسم الرواتب."
93,"Dear Sir/Madam,

   Your shipment is scheduled for delivery tomorrow.
   You will need a tracking number to check the delivery status!

   Please complete the tracking process here

   saludus cordialis,
   DHL","سيدي العزيز / سيدتي،

  شحنتك مجدولة للتسليم غدا.
  سوف تحتاج إلى رقم تتبع للتحقق من حالة التسليم!

  يرجى استكمال عملية التتبع هنا

  سالودوس كوردياليس ،
  DHL"
94,"faculty of school

Action required: The new email upgrade is improved with the new Outlook webmail system, which also includes the use of the email upgrade, shared calendar, web docs, and the new anti-mail version.-spam 2018.

Please use the attached Outlook Web Access to upgrade.

It is considered,
IT technical support","أعضاء هيئة التدريس

الإجراء المطلوب: تم تحسين ترقية البريد الإلكتروني الجديد من خلال نظام بريد ويب Outlook الجديد ، والذي يتضمن أيضًا استخدام ترقية البريد الإلكتروني ، والتقويم المشترك ، ومستندات الويب ، والإصدار الجديد لمكافحة البريد الإلكتروني.-spam 2018.

الرجاء استخدام Outlook Web Access المرفق للترقية.

يعتبر،
الدعم الفني لتكنولوجيا المعلومات"
95,"This message is addressed to the named addressee(s) only and may contain confidential or sensitive information.

Confidentiality: This email and its attachments are intended for the listed recipient(s) and are confidential.
If you are not the intended recipient, please be advised that you may have received this email in error.
The use, printing, copying, forwarding or publication of this e-mail or any information contained therein is strictly prohibited. Please reply to this email and highlight the error.

Security Warning: Although we have taken steps to ensure that this email and attachments are virus-free, the recipient should ensure that they are indeed virus-free before responding.
Please note that this e-mail has been generated with the understanding that e-mail is not a secure method of communication.

Any opinions or opinions expressed in this email do not necessarily reflect the views or opinions of the College.

This email has been scanned by the MessageLabs security system","هذه الرسالة موجهة إلى المرسل إليه (المرسلون) المذكورون فقط وقد تحتوي على معلومات سرية أو حساسة.

السرية: هذا البريد الإلكتروني ومرفقاته مخصصة للمستلم (المستلمين) المدرجين وهي سرية.
إذا لم تكن أنت المستلم المقصود ، فيرجى العلم أنك قد تلقيت هذا البريد الإلكتروني عن طريق الخطأ.
يُحظر تمامًا استخدام أو طباعة أو نسخ أو إعادة توجيه أو نشر هذا البريد الإلكتروني أو أي معلومات واردة فيه. الرجاء الرد على هذا البريد الإلكتروني وتمييز الخطأ.

تحذير أمني: على الرغم من أننا اتخذنا خطوات للتأكد من خلو هذا البريد الإلكتروني والمرفقات من أي فيروس ، يجب على المستلم التأكد من خلوها من الفيروسات بالفعل قبل الاستجابة.
يرجى ملاحظة أن هذا البريد الإلكتروني قد تم إنشاؤه مع العلم أن البريد الإلكتروني ليس وسيلة اتصال آمنة.

أي آراء أو آراء يتم التعبير عنها في هذا البريد الإلكتروني لا تعكس بالضرورة آراء أو آراء الكلية.

تم فحص هذا البريد الإلكتروني بواسطة نظام أمان MessageLabs"
96,"Hi employer,

Lisa Wilson has sent you a new DocuSign document for you to view and sign. Please click on the link below to start signing.

Hi, we have received your funding inquiry and your work could be approved within minutes. Terms up to 18 months with weekly payment option. We are a direct lender and can approve you within a minute.
   APPLY NOW TO SEE WHAT YOU ARE APPROVED FOR = 2E Complete the Docusign application and also attach your last 6 months of business bank statements = 2E If you are having trouble attaching, you can reply to this email with statements or fax statements to 516-331- 0696. Our direct line is 516-331-0689

To unsubscribe: https://iticalfinance=2Ewufoo=2Ecom/Forms/unsubscribe=
2 / = 20

Document review


If clicking the link doesn't work, you can highlight the entire line above and copy and paste it into your browser to get started

This message was sent to you by Lisa Wilson who uses the DocuSign electronic signature service. If you would prefer not to receive an email from this sender, you may contact the sender to advise you of your request.

Do not share this email
This email contains a secure link to DocuSign = 2E. Please do not share this email, link or access token with others.

Questions about the document?
If you need to amend the document or have questions about the details in the document, please contact the sender by sending an email to them directly.

If you are having trouble signing a document, please visit the Help Signing page on our Support Center
https://support=2Edocusign=2Ecom/articles/How-do-I-sign-a-DocuSign-document-Basic-Signing","مرحبًا صاحب العمل ،

أرسلت لك ليزا ويلسون مستند DocuSign جديدًا لعرضه والتوقيع عليه. الرجاء الضغط على الرابط أدناه لبدء التوقيع.

مرحبًا ، لقد تلقينا استفسارك بشأن التمويل ويمكن أن تتم الموافقة على عملك في غضون دقائق. الشروط تصل إلى 18 شهرًا مع خيار الدفع الأسبوعي. نحن مُقرض مباشر ويمكننا الموافقة عليك في غضون دقيقة.
  قدم الآن لترى ما تمت الموافقة عليه من أجله = 2E أكمل طلب Docusign وأرفق أيضًا آخر 6 أشهر من كشوف الحسابات المصرفية للأعمال الخاصة بك = 2E إذا كنت تواجه مشكلة في الإرفاق ، يمكنك الرد على هذا البريد الإلكتروني بالبيانات أو كشوف الفاكس إلى 516 -331-0696. خطنا المباشر 516-331-0689

لإلغاء الاشتراك: https: //iticalfinance = 2Ewufoo = 2Ecom / Forms / unsubscribe =
2 / = 20

مراجعة الوثيقة


إذا لم ينجح النقر فوق الارتباط ، فيمكنك تمييز السطر بالكامل أعلاه ونسخه ولصقه في متصفحك للبدء

تم إرسال هذه الرسالة إليك من قبل ليزا ويلسون التي تستخدم خدمة التوقيع الإلكتروني DocuSign. إذا كنت تفضل عدم تلقي بريد إلكتروني من هذا المرسل ، فيمكنك الاتصال بالمرسل لإبلاغك بطلبك.

لا تشارك هذا البريد الإلكتروني
يحتوي هذا البريد الإلكتروني على ارتباط آمن إلى DocuSign = 2E. الرجاء عدم مشاركة هذا البريد الإلكتروني أو الرابط أو رمز الوصول مع الآخرين.

أسئلة حول الوثيقة؟
إذا كنت بحاجة إلى تعديل المستند أو لديك أسئلة حول التفاصيل الواردة في المستند ، فيرجى التواصل مع المرسل عن طريق إرسال بريد إلكتروني إليه مباشرة.

إذا كنت تواجه مشكلة في توقيع المستند ، فيرجى زيارة صفحة المساعدة في التوقيع على مركز الدعم الخاص بنا
https: // support = 2Edocusign = 2Ecom / articles / How-do-I-sign-a-DocuSign-document-Basic-Signing"
97,"Your email password expires in two days to keep your password and email details. click here
<https://formcrafts.com/a/39547?preview=3Dtrue> to update immediately

Greetings,
IT Services Support (c) 2019","تنتهي صلاحية كلمة مرور بريدك الإلكتروني في غضون يومين للاحتفاظ بكلمة مرور وتفاصيل بريدك الإلكتروني. انقر هنا
<https://formcrafts.com/a/39547؟preview=3Dtrue> للتحديث على الفور

تحيات،
دعم خدمات تكنولوجيا المعلومات (ج) 2019"
98,"Dear customer,


Please see attached February e-Statement. To keep your financial information safe, please note the following:

Information that only you know is displayed in the verification portion of the e-Statement.

This is done so that you can be sure that your statement is from Standard Bank. If any of the information on this electronic statement is incorrect, please contact us immediately on 0861201311.

You will be prompted for your security features to access your eStatement. If you do not wish to receive your e-Statement by e-mail, you must inform us in writing;
We will implement the change within thirty (30) days of receiving your instructions.

To open your eStatement, you will need Adobe Acrobat (downloadable for free from adobe.com).

It is considered,
Standard Bank","عزيزي الزبون،


يرجى الاطلاع على كشف حسابك الإلكتروني لشهر فبراير مرفق. للحفاظ على أمان معلوماتك المالية ، يرجى ملاحظة ما يلي:

يتم عرض المعلومات التي تعرفها أنت فقط في جزء التحقق من كشف الحساب الإلكتروني.

يتم ذلك حتى يمكنك التأكد من أن كشف حسابك من Standard Bank. إذا كانت أي من المعلومات الواردة في هذا البيان الإلكتروني غير صحيحة ، فيرجى الاتصال بنا على الفور على الرقم 0861201311.

ستتم مطالبتك بميزات الأمان الخاصة بك للوصول إلى كشف حسابك الإلكتروني. إذا كنت لا ترغب في تلقي كشف حسابك الإلكتروني عبر البريد الإلكتروني ، فيجب عليك إبلاغنا كتابيًا ؛
وسنقوم بتنفيذ التغيير في غضون ثلاثين (30) يومًا من استلام تعليماتك.

لفتح كشف حسابك الإلكتروني ، ستحتاج إلى برنامج Adobe Acrobat (يمكن تنزيله مجانًا من adobe.com).

يعتبر،
ستاندرد بنك"
